,,,,,,,,,,,,,,,,,,,
P,r,i,n,c,i,p,a,l, ,C,o,m,p,o,n,e,n,t,s
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
-4.83e-05 0.00017437
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-4.83e-05 0.00017437
0 -0
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
-1.7945e-06 -2.3724e-05
0 -0
-4.83e-05 0.00017437
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0.031835 -0.025412
0.037517 -0.017774
0.043105 -0.010555
0.048541 -0.0037221
0.054684 0.0027024
0.060728 0.007822
0.066925 0.013328
0.072917 0.01939
0.078457 0.025153
0.084084 0.031265
0.090222 0.038433
0.096166 0.045484
0.10187 0.052591
0.1078 0.059405
0.11169 0.063739
0.11371 0.066029
0.11437 0.06661
0.11457 0.066822
0.11225 0.064622
0.10811 0.061088
0.10322 0.057417
0.098875 0.054462
0.09492 0.051766
0.09043 0.048495
0.085048 0.044819
0.079153 0.041669
0.071492 0.038759
0.061906 0.037215
0.051807 0.037011
0.040705 0.037375
0.028842 0.03825
0.017844 0.039175
0.0088953 0.040372
0.00083845 0.041975
-0.005652 0.043963
-0.010601 0.045189
-0.013809 0.045051
-0.015424 0.04484
-0.016176 0.04384
-0.015974 0.041632
-0.015586 0.04026
-0.015076 0.038873
-0.014153 0.037261
-0.013224 0.03572
-0.012306 0.033222
-0.011383 0.03161
-0.010534 0.030631
-0.0099115 0.029923
-0.0090703 0.028849
-0.0085423 0.028514
-0.0082703 0.028045
-0.0076814 0.027701
-0.0072949 0.027121
-0.0073613 0.026243
-0.0078519 0.025447
-0.0078414 0.02396
-0.0073333 0.022548
-0.0067787 0.020939
-0.0060397 0.019328
-0.0053957 0.017274
-0.004918 0.01546
-0.0041523 0.01339
-0.0035851 0.011946
-0.003 0.01074
-0.0026529 0.0096378
-0.0020177 0.0082808
-0.001565 0.0069487
-0.0011625 0.0057673
-0.0010088 0.0045478
-0.00090693 0.0034554
-0.00070475 0.0028765
-0.00062251 0.002338
-0.00032718 0.0021778
-0.00034871 0.0018932
-0.00094671 0.0013036
-0.0014372 0.0013226
-0.0017271 0.0015539
-0.0017575 0.0019655
-0.0021403 0.0034079
-0.0019935 0.0037234
-0.0014065 0.0025408
-0.00062999 0.00061326
-0.00029174 0.00020758
-0.00028636 0.00027875
-0.00022191 0.0003179
-0.00021114 0.00046024
-0.00022191 0.0003179
-0.00016643 0.00023842
-9.6599e-05 0.00034874
-9.4805e-05 0.00037246
-0.00015567 0.00038077
-0.00010378 0.00025384
-0.00010019 0.00030129
-5.1889e-05 0.00012692
-5.0094e-05 0.00015065
-4.83e-05 0.00017437
-4.83e-05 0.00017437
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.4711e-05 0.00022182
-4.4711e-05 0.00022182
-4.2916e-05 0.00024554
-4.2916e-05 0.00024554
5.3836e-06 7.1171e-05
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
-5.7272e-05 5.5751e-05
8.9726e-06 0.00011862
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
-5.7272e-05 5.5751e-05
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
-5.3836e-06 -7.1171e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
1.4356e-05 0.00018979
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
6.2656e-05 1.5421e-05
1.6151e-05 0.00021351
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
1.4356e-05 0.00018979
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
1.6151e-05 0.00021351
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
6.6245e-05 6.2868e-05
0 -0
-5.0094e-05 0.00015065
0 -0
0 -0
-4.83e-05 0.00017437
0 -0
0 -0
-4.83e-05 0.00017437
0 -0
0.031835 -0.025412
0.03706 -0.018934
0.04241 -0.012425
0.047717 -0.0073008
0.053697 -0.0022203
0.060808 0.0040001
0.068064 0.010512
0.075783 0.018256
0.083074 0.026034
0.089996 0.033814
0.096098 0.041322
0.10168 0.047656
0.10727 0.054036
0.11298 0.060471
0.11788 0.065891
0.12292 0.070788
0.12571 0.073547
0.12649 0.07404
0.1269 0.073768
0.12624 0.073164
0.12416 0.071674
0.11988 0.067919
0.11033 0.059634
0.099006 0.048883
0.088932 0.040071
0.080205 0.032825
0.071728 0.027246
0.062544 0.022075
0.052072 0.019381
0.04088 0.019374
0.030171 0.022489
0.021089 0.030056
0.012836 0.037198
0.0052188 0.042168
-0.00086685 0.045443
-0.0065676 0.048929
-0.011518 0.051762
-0.015243 0.054547
-0.017905 0.056756
-0.01891 0.057276
-0.018694 0.055257
-0.018476 0.054892
-0.018007 0.054588
-0.017866 0.054833
-0.017803 0.055663
-0.01762 0.056453
-0.016933 0.055784
-0.016179 0.054363
-0.015351 0.052309
-0.014041 0.048487
-0.013041 0.04545
-0.01207 0.042849
-0.011016 0.039709
-0.0099388 0.036877
-0.0090836 0.034364
-0.008334 0.03208
-0.007586 0.030588
-0.0069402 0.028559
-0.0065182 0.026008
-0.0065438 0.023232
-0.0061056 0.020895
-0.0055009 0.019134
-0.0048424 0.018086
-0.0043666 0.016247
-0.003803 0.014756
-0.0031481 0.012845
-0.0027278 0.011086
-0.0022931 0.0095168
-0.0017295 0.0080258
-0.0012679 0.0068123
-0.00080987 0.0055514
-0.00060247 0.0042288
-0.00053099 0.0035479
-0.00010855 0.0034423
0.00056451 0.0033984
0.00076684 0.0036345
0.0010604 0.0034506
0.00040526 0.0037318
-0.00058288 0.0036748
-0.0012524 0.0037661
-0.0017195 0.0040935
-0.0018213 0.005186
-0.001442 0.0045111
-0.00092487 0.0032181
-0.00053668 0.0018469
-0.00033271 0.0012918
-0.00024509 0.0008244
-0.00020576 0.00053141
-0.00014849 0.00047566
-9.6599e-05 0.00034874
-0.00015746 0.00035704
-0.00010557 0.00023012
-0.00010198 0.00027757
-9.8394e-05 0.00032502
-9.8394e-05 0.00032502
-4.83e-05 0.00017437
-4.83e-05 0.00017437
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.4711e-05 0.00022182
-4.2916e-05 0.00024554
-4.2916e-05 0.00024554
-4.2916e-05 0.00024554
5.3836e-06 7.1171e-05
7.1781e-06 9.4895e-05
-4.1122e-05 0.00026926
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
8.9726e-06 0.00011862
8.9726e-06 0.00011862
1.0767e-05 0.00014234
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
-5.5478e-05 7.9475e-05
-5.5478e-05 7.9475e-05
1.0767e-05 0.00014234
-5.5478e-05 7.9475e-05
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.1889e-05 0.00012692
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
6.2656e-05 1.5421e-05
6.2656e-05 1.5421e-05
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
1.4356e-05 0.00018979
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
6.445e-05 3.9145e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-5.1889e-05 0.00012692
-5.0094e-05 0.00015065
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
0 -0
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
-5.0094e-05 0.00015065
0 -0
-1.7945e-06 -2.3724e-05
-4.83e-05 0.00017437
0 -0
6.6245e-05 6.2868e-05
-4.83e-05 0.00017437
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
6.6245e-05 6.2868e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
0 -0
0 -0
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0.031835 -0.025412
0.036047 -0.020953
0.040225 -0.016921
0.044617 -0.013325
0.049394 -0.009519
0.054205 -0.0052617
0.059816 -0.00017888
0.065053 0.0056501
0.069189 0.010742
0.072517 0.014914
0.075762 0.019601
0.07756 0.023047
0.079863 0.027478
0.082234 0.032812
0.08347 0.036957
0.084829 0.040295
0.085604 0.042418
0.084322 0.041731
0.080783 0.037204
0.074534 0.030195
0.067086 0.021144
0.05881 0.010912
0.053513 0.0034852
0.048167 -0.0037909
0.043982 -0.0095237
0.041005 -0.01312
0.038921 -0.015473
0.037506 -0.016286
0.036047 -0.016063
0.0326 -0.01449
0.027972 -0.010647
0.022139 -0.004027
0.015458 0.0052015
0.0079793 0.014443
0.0023798 0.023332
-0.002189 0.030403
-0.005974 0.035641
-0.0092346 0.040496
-0.012617 0.045368
-0.014915 0.048318
-0.016449 0.050804
-0.017289 0.052693
-0.017202 0.053855
-0.017146 0.054591
-0.016459 0.053922
-0.016423 0.054396
-0.016373 0.055061
-0.015966 0.054741
-0.015297 0.05302
-0.014317 0.050538
-0.013388 0.048182
-0.012531 0.046507
-0.011767 0.044413
-0.010786 0.041931
-0.0097362 0.038743
-0.008695 0.035437
-0.0079455 0.032339
-0.0073176 0.030072
-0.006568 0.027789
-0.0059704 0.025934
-0.0054571 0.023778
-0.0049079 0.022098
-0.0044588 0.020718
-0.0043697 0.018645
-0.0040066 0.016941
-0.0034913 0.015624
-0.0030656 0.013937
-0.002579 0.01224
-0.0022553 0.01083
-0.0014967 0.0086651
-0.0011139 0.0072227
-0.00069532 0.0054399
-0.00026242 0.0038468
0.0001473 0.0027603
0.00026528 0.0018813
0.00074141 0.0016725
0.0010172 0.0020663
0.0010333 0.0022799
0.00092773 0.00251
0.00073992 0.0032786
0.00071136 0.003714
0.00019755 0.0034245
-0.00028934 0.003491
-0.00074049 0.0032169
-0.00061174 0.0024803
-0.00040778 0.0019252
-0.00022176 0.0011328
-0.00016628 0.0010533
-6.0709e-05 0.00082322
-7.1476e-05 0.00068087
-1.5998e-05 0.0006014
-7.6859e-05 0.0006097
-9.1216e-05 0.00041991
-8.5832e-05 0.00049108
-8.4038e-05 0.00051481
-3.2149e-05 0.00038788
-3.0354e-05 0.00041161
-4.83e-05 0.00017437
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.4711e-05 0.00022182
5.3836e-06 7.1171e-05
8.9726e-06 0.00011862
-3.9327e-05 0.00029299
8.9726e-06 0.00011862
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.0767e-05 0.00014234
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
1.4356e-05 0.00018979
1.4356e-05 0.00018979
1.4356e-05 0.00018979
1.4356e-05 0.00018979
6.2656e-05 1.5421e-05
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
6.2656e-05 1.5421e-05
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-1.7945e-06 -2.3724e-05
1.6151e-05 0.00021351
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
1.6151e-05 0.00021351
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
0 -0
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-4.83e-05 0.00017437
0 -0
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
0 -0
0 -0
1.7945e-05 0.00023724
6.6245e-05 6.2868e-05
0 -0
0 -0
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
-4.83e-05 0.00017437
6.445e-05 3.9145e-05
0 -0
0 -0
0.031835 -0.025412
0.034623 -0.023515
0.036802 -0.02235
0.039095 -0.021297
0.041086 -0.020178
0.043292 -0.017842
0.045002 -0.015559
0.046491 -0.013749
0.047272 -0.012369
0.047471 -0.011366
0.047249 -0.010233
0.047122 -0.0094727
0.045767 -0.0095036
0.044682 -0.0092118
0.041436 -0.011477
0.03879 -0.01313
0.034895 -0.015858
0.030815 -0.018585
0.026348 -0.022362
0.024231 -0.024326
0.021419 -0.02737
0.019794 -0.030145
0.018283 -0.033054
0.017241 -0.035453
0.016279 -0.037599
0.015633 -0.038829
0.014014 -0.040717
0.012902 -0.041596
0.011968 -0.041756
0.011825 -0.040394
0.01148 -0.037639
0.010722 -0.033029
0.009529 -0.026851
0.0082736 -0.019872
0.0057439 -0.011857
0.0032448 -0.0034388
0.0011751 0.004154
-3.9139e-05 0.010863
-0.0018194 0.01578
-0.003027 0.019324
-0.0043151 0.023431
-0.0051667 0.025992
-0.0055496 0.026619
-0.0057879 0.025909
-0.0057578 0.023867
-0.0057026 0.022158
-0.0051408 0.020643
-0.0049977 0.020096
-0.0046417 0.019113
-0.004214 0.018264
-0.0035251 0.016804
-0.0030403 0.015084
-0.0024624 0.013782
-0.0020043 0.012521
-0.0017397 0.011143
-0.0014822 0.0096698
-0.0013642 0.0087908
-0.0012462 0.0079119
-0.0010762 0.0077209
-0.00094564 0.007008
-0.00078998 0.0066272
-0.00080074 0.0064849
-0.00086878 0.0063983
-0.00072927 0.005804
-0.0006219 0.0055976
-0.00056463 0.0055419
-0.00051095 0.0054387
-0.00050736 0.0054861
-0.00032836 0.0054138
-0.00033016 0.00539
-0.00036066 0.0049867
-0.00037861 0.0047495
-0.00044126 0.0047341
-0.0003321 0.0045514
-0.00033569 0.004504
-0.00035528 0.0050579
-0.00011527 0.0057922
4.0699e-05 0.0070412
2.829e-05 0.0076901
4.0852e-05 0.0078561
-0.00024356 0.0089735
-0.00025956 0.0095749
-0.00097898 0.010632
-0.0016002 0.010549
-0.0022141 0.010561
-0.0019532 0.0083199
-0.0016438 0.0067198
-0.00095507 0.0044447
-0.0003683 0.0024471
-0.00028247 0.001956
-0.00034512 0.0019406
-0.00029144 0.0018374
-0.00023776 0.0017342
-0.00020202 0.0013938
-5.5325e-05 0.00089439
-1.9587e-05 0.00055395
-8.2243e-05 0.00053853
-1.4204e-05 0.00062512
-2.856e-05 0.00043533
-2.6765e-05 0.00045906
-2.4971e-05 0.00048278
2.5123e-05 0.00033213
-3.9327e-05 0.00029299
-3.9327e-05 0.00029299
1.0767e-05 0.00014234
-3.7532e-05 0.00031671
-3.7532e-05 0.00031671
-3.7532e-05 0.00031671
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.3836e-06 -7.1171e-05
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
1.4356e-05 0.00018979
6.2656e-05 1.5421e-05
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
6.445e-05 3.9145e-05
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
-1.7945e-06 -2.3724e-05
1.6151e-05 0.00021351
-5.0094e-05 0.00015065
0 -0
-5.0094e-05 0.00015065
6.6245e-05 6.2868e-05
0 -0
-4.83e-05 0.00017437
-4.83e-05 0.00017437
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0.031835 -0.025412
0.030508 -0.029137
0.030259 -0.030805
0.030144 -0.032324
0.030264 -0.033179
0.029731 -0.033729
0.029156 -0.03401
0.029077 -0.033424
0.027566 -0.034704
0.026157 -0.035447
0.024899 -0.036641
0.022832 -0.038756
0.020987 -0.040398
0.019223 -0.041763
0.017631 -0.043296
0.016063 -0.04452
0.014874 -0.044789
0.013417 -0.045357
0.011881 -0.046155
0.010916 -0.045903
0.0097492 -0.045888
0.0083689 -0.046251
0.0076207 -0.046388
0.0073181 -0.046323
0.0069745 -0.045989
0.0067025 -0.04552
0.006375 -0.044972
0.0062161 -0.043009
0.0064063 -0.040494
0.0069047 -0.036344
0.0074927 -0.031822
0.0081864 -0.026715
0.0090467 -0.021032
0.0093718 -0.015108
0.0090865 -0.0091253
0.0083806 -0.0030129
0.0076282 0.0032976
0.0069097 0.009244
0.0051655 0.01545
0.0040962 0.021636
0.0030805 0.027719
0.0019481 0.031445
0.00039475 0.03367
-0.00049305 0.034127
-0.0019664 0.033345
-0.0025 0.032795
-0.0031843 0.030251
-0.0030774 0.0276
-0.0032284 0.023978
-0.0027976 0.020731
-0.0027821 0.017685
-0.0026357 0.015556
-0.0025573 0.01334
-0.0023964 0.012215
-0.0024073 0.011258
-0.0024254 0.010206
-0.0022825 0.0088442
-0.0020983 0.0080281
-0.001948 0.0075762
-0.0017458 0.0069973
-0.0014722 0.0057376
-0.0011698 0.0048574
-0.001075 0.004485
-0.001084 0.0043664
-0.001075 0.004485
-0.0010195 0.0044055
-0.0010804 0.0044138
-0.00096225 0.0043498
-0.00091395 0.0041754
-0.00086924 0.0039536
-0.00095164 0.0036772
-0.00085863 0.003281
-0.00080494 0.0031778
-0.00081033 0.0031066
-0.00067963 0.0032086
-0.0004486 0.0038243
-0.00025868 0.0047092
-6.3383e-05 0.0056652
7.8079e-05 0.0059096
0.00021236 0.0060591
0.00031629 0.0066201
0.00017155 0.0079581
-0.00014158 0.008696
-0.00058376 0.0085406
-0.0013175 0.0094077
-0.0016275 0.0077482
-0.0013289 0.0060057
-0.00073675 0.0040793
-0.00033959 0.0028267
-0.00030385 0.0024863
-0.00015177 0.002058
-0.00011424 0.0017413
-1.2257e-05 0.0014638
2.3481e-05 0.0011233
9.1251e-06 0.00093353
-5.2311e-06 0.00074374
-1.9587e-05 0.00055395
-1.5998e-05 0.0006014
-2.856e-05 0.00043533
-2.6765e-05 0.00045906
-2.4971e-05 0.00048278
-2.3176e-05 0.0005065
2.6918e-05 0.00035586
-3.9327e-05 0.00029299
2.8712e-05 0.00037958
-3.7532e-05 0.00031671
-3.7532e-05 0.00031671
-3.7532e-05 0.00031671
-3.7532e-05 0.00031671
-5.5478e-05 7.9475e-05
1.2562e-05 0.00016607
1.0767e-05 0.00014234
1.2562e-05 0.00016607
-0.00010198 0.00027757
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
-5.3836e-06 -7.1171e-05
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
1.4356e-05 0.00018979
-3.589e-06 -4.7448e-05
1.4356e-05 0.00018979
1.4356e-05 0.00018979
1.4356e-05 0.00018979
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
6.445e-05 3.9145e-05
6.2656e-05 1.5421e-05
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
6.445e-05 3.9145e-05
-3.589e-06 -4.7448e-05
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
0 -0
0 -0
-4.83e-05 0.00017437
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
0 -0
,,,,,
S,c,o,r,e,s
 
-2547.9 -2617.4
-6857.6 1923.8
9405.4 693.61
,,,,,,,
V,a,r,i,a,n,c,e

7.099e+07
5.5164e+06
